../vgg-download/videos/train/T-AN31N4LD0.mp4	0	10	people screaming
../vgg-download/videos/train/YWy8OqbqvcM.mp4	0	10	train horning
../vgg-download/videos/train/StiIP8OtQME.mp4	0	10	cat purring
../vgg-download/videos/train/VUsAYVD8x5Y.mp4	0	10	vehicle horn, car horn, honking
../vgg-download/videos/train/T856SSVUSL0.mp4	0	10	vehicle horn, car horn, honking
../vgg-download/videos/train/XVFO557j0Cg.mp4	0	10	fire crackling
../vgg-download/videos/train/Y64-3UMXaZM.mp4	0	10	slot machine
../vgg-download/videos/train/VrFc8R-DqH8.mp4	0	10	playing steel guitar, slide guitar
../vgg-download/videos/train/T9dnRNRGiBc.mp4	0	10	playing cornet
../vgg-download/videos/train/YoGMVdjU9B4.mp4	0	10	playing theremin
../vgg-download/videos/train/Y6p4O7oVauk.mp4	0	10	scuba diving
../vgg-download/videos/train/YWQidauiBvU.mp4	0	10	playing drum kit
../vgg-download/videos/train/TUajnemW6Hk.mp4	0	10	female singing
../vgg-download/videos/train/TBIkJJBqSZ8.mp4	0	10	playing bagpipes
../vgg-download/videos/train/Y67lSIS-CEY.mp4	0	10	whale calling
../vgg-download/videos/train/Y7lcSE99ORU.mp4	0	10	cheetah chirrup
../vgg-download/videos/train/TEQPXFdGOus.mp4	0	10	train whistling
../vgg-download/videos/train/SyBMucLGWEc.mp4	0	10	sheep bleating
../vgg-download/videos/train/VqKECXri7iU.mp4	0	10	cupboard opening or closing
../vgg-download/videos/train/Vs4sLLOWits.mp4	0	10	dog barking
../vgg-download/videos/train/TWmw124zZFU.mp4	0	10	tapping guitar
../vgg-download/videos/train/YQNtpOwJyj0.mp4	0	10	male speech, man speaking
../vgg-download/videos/train/Y4E8loO1LPk.mp4	0	10	vehicle horn, car horn, honking
../vgg-download/videos/train/T9dmsZdRV2c.mp4	0	10	stream burbling
../vgg-download/videos/train/TUuViZuOwug.mp4	0	10	playing table tennis
../vgg-download/videos/train/XL6Q32PvAXw.mp4	0	10	crow cawing
../vgg-download/videos/train/TW587IGvk3M.mp4	0	10	railroad car, train wagon
../vgg-download/videos/train/Yg74vMAEHn4.mp4	0	10	people crowd
../vgg-download/videos/train/YpA091iTUE8.mp4	0	10	playing ukulele
../vgg-download/videos/train/Y4LCdXeWngU.mp4	0	10	playing hammond organ
../vgg-download/videos/train/YpxWXottLFM.mp4	0	10	goose honking
../vgg-download/videos/train/YkrEy_8CYL4.mp4	0	10	people running
../vgg-download/videos/train/YrHhLgGqs-I.mp4	0	10	playing glockenspiel
../vgg-download/videos/train/YAcpong5KQ8.mp4	0	10	skiing
../vgg-download/videos/train/TFdYopiTxMI.mp4	0	10	playing bagpipes
../vgg-download/videos/train/XLiEencnz68.mp4	0	10	basketball bounce
../vgg-download/videos/train/Yis5f9BvT3g.mp4	0	10	police car (siren)
../vgg-download/videos/train/XInpuNzhWyM.mp4	0	10	driving motorcycle
../vgg-download/videos/train/SzILnriU6cc.mp4	0	10	people whistling
../vgg-download/videos/train/XaI0n521C7E.mp4	0	10	missile launch
../vgg-download/videos/train/TB-hZsRlGps.mp4	0	10	ice cracking
../vgg-download/videos/train/YbAdxK5UuL4.mp4	0	10	playing harpsichord
../vgg-download/videos/train/XEokIQCZ_Vg.mp4	0	10	helicopter
../vgg-download/videos/train/XFTgHINg1uk.mp4	0	10	people humming
../vgg-download/videos/train/YYDfChB6vZ4.mp4	0	10	male singing
../vgg-download/videos/train/Vrbk2IeJ7Kk.mp4	0	10	playing trumpet
../vgg-download/videos/train/Stktfa8dOoM.mp4	0	10	playing badminton
../vgg-download/videos/train/YgO6Bpm0k7g.mp4	0	10	cat growling
../vgg-download/videos/train/Y_KD0BA2x58.mp4	0	10	rowboat, canoe, kayak rowing
../vgg-download/videos/train/XF2dLoeJlFo.mp4	0	10	race car, auto racing
../vgg-download/videos/train/YXh4Trb07Lw.mp4	0	10	heart sounds, heartbeat
../vgg-download/videos/train/Yo5zIop94as.mp4	0	10	wind noise
../vgg-download/videos/train/Yc1LzuT60kU.mp4	0	10	mosquito buzzing
../vgg-download/videos/train/YXJuzNSlJa8.mp4	0	10	playing harp
../vgg-download/videos/train/SyB2vzyzkl4.mp4	0	10	playing trombone
../vgg-download/videos/train/VogqP9Sx7Vo.mp4	0	10	playing flute
../vgg-download/videos/train/Y_lWRV_VV1I.mp4	0	10	railroad car, train wagon
../vgg-download/videos/train/YgJ_QCuBzJY.mp4	0	10	dog growling
../vgg-download/videos/train/XNgq-cDV7FI.mp4	0	10	dinosaurs bellowing
../vgg-download/videos/train/YWDP7VZdutc.mp4	0	10	engine accelerating, revving, vroom
../vgg-download/videos/train/YpbYUot7L0o.mp4	0	10	tractor digging
../vgg-download/videos/train/YnZs8R-NfxQ.mp4	0	10	tap dancing
../vgg-download/videos/train/Y2UkP0rySHA.mp4	0	10	skiing
../vgg-download/videos/train/TAMTGGkHBTY.mp4	0	10	lawn mowing
../vgg-download/videos/train/T0QzdEyRLxU.mp4	0	10	bird chirping, tweeting
../vgg-download/videos/train/Y3RDzvqmQd8.mp4	0	10	playing snare drum
../vgg-download/videos/train/Y6pGDajZNYU.mp4	0	10	wind noise
../vgg-download/videos/train/TU1rVt7dSlA.mp4	0	10	playing erhu
../vgg-download/videos/train/XLTqSk1Z3D0.mp4	0	10	police radio chatter
../vgg-download/videos/train/TGCBqYkcRdc.mp4	0	10	playing marimba, xylophone
../vgg-download/videos/train/YeG99oEIPEQ.mp4	0	10	arc welding
../vgg-download/videos/train/YqSGIGRxGiE.mp4	0	10	people babbling
../vgg-download/videos/train/T7ozDeGbgyA.mp4	0	10	bowling impact
../vgg-download/videos/train/TCcn7pj6B1Y.mp4	0	10	skidding
../vgg-download/videos/train/YlnvpOLOAcc.mp4	0	10	arc welding
../vgg-download/videos/train/StuZ1Mbwr_4.mp4	0	10	playing flute
../vgg-download/videos/train/YB_wdJ9U5JQ.mp4	0	10	sailing
../vgg-download/videos/train/YnAddSpBkf0.mp4	0	10	cricket chirping
../vgg-download/videos/train/T9QsTzRnsMk.mp4	0	10	playing drum kit
../vgg-download/videos/train/XZ8PYgllpVw.mp4	0	10	cricket chirping
../vgg-download/videos/train/YdiWXm43oR8.mp4	0	10	people shuffling
../vgg-download/videos/train/XDJFdY3D9-I.mp4	0	10	police car (siren)
../vgg-download/videos/train/Y6DU2rJQmuk.mp4	0	10	playing harmonica
../vgg-download/videos/train/T-1lGm2ApJw.mp4	0	10	playing harp
../vgg-download/videos/train/YbMAJlkvuyQ.mp4	0	10	thunder
../vgg-download/videos/train/T-lyI9SOa1w.mp4	0	10	playing badminton
../vgg-download/videos/train/Y3wPVm9T6K8.mp4	0	10	toilet flushing
../vgg-download/videos/train/XEhsRSUSxpM.mp4	0	10	dog growling
../vgg-download/videos/train/XGMT1_aTJAo.mp4	0	10	playing bass drum
../vgg-download/videos/train/XFNbr5LY9OM.mp4	0	10	people sniggering
../vgg-download/videos/train/YbnUDIbmlQc.mp4	0	10	cattle mooing
../vgg-download/videos/train/XKA3qGkuVbU.mp4	0	10	skiing
../vgg-download/videos/train/SvNS9ZOiWLI.mp4	0	10	goose honking
../vgg-download/videos/train/YemuTxZ7Z4A.mp4	0	10	cutting hair with electric trimmers
../vgg-download/videos/train/TW0uVzceLig.mp4	0	10	people babbling
../vgg-download/videos/train/Y4bonfRX1rI.mp4	0	10	dog howling
../vgg-download/videos/train/Y8I92fYUXG0.mp4	0	10	railroad car, train wagon
../vgg-download/videos/train/Y798EuJZaPU.mp4	0	10	playing squash
../vgg-download/videos/train/YZJ5use6wVk.mp4	0	10	playing flute
../vgg-download/videos/train/YeDUe3WU-as.mp4	0	10	hail
../vgg-download/videos/train/YhOdL1gxhBw.mp4	0	10	playing bass guitar
../vgg-download/videos/train/Ymw0XdqbFqo.mp4	0	10	yodelling
../vgg-download/videos/train/Y1lEajX_QW0.mp4	0	10	sailing
../vgg-download/videos/train/Ye2r6xu2JeE.mp4	0	10	ice cream truck, ice cream van
../vgg-download/videos/train/YkzR43zFMG0.mp4	0	10	driving buses
../vgg-download/videos/train/YBrwkCJkX50.mp4	0	10	wind rustling leaves
../vgg-download/videos/train/XFLKHz4R62I.mp4	0	10	driving motorcycle
../vgg-download/videos/train/SuN-Mmucd0Q.mp4	0	10	playing acoustic guitar
../vgg-download/videos/train/Y2Xsr7bm3v4.mp4	0	10	engine accelerating, revving, vroom
